state_region_name,state_region_pcode,township_pcode,all_area_sowed_mali,all_areas_harvested_mali,all_harvested_net_margin_usd,pc_paddy,crop_type,acres,pc_total
Sagaing,MMR005,MMR005034,75765,69196,5868709.480488053,0.7808222794166172,urad_pea,882,0.011641259156602654
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,paddy,5886,0.9152542372881356
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,other,315,0.04898149587933447
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,sesame,154,0.02394650909656352
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,ground_nut,52,0.008085834240398071
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,other,24,0.003731923495568341
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,other,0,0
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,other,0,0
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,green_gram,0,0
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,pigeon_pea,0,0
Sagaing,MMR005,MMR005035,6431,6431,518625.44064426055,0.9152542372881356,urad_pea,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,paddy,7023,0.2706775610884144
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,other,18680,0.7199568334232637
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,sesame,243,0.0093656054883219
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,ground_nut,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,other,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,other,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,other,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,green_gram,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,pigeon_pea,0,0
Sagaing,MMR005,MMR005036,25946,25946,6233393.905696769,0.2706775610884144,urad_pea,0,0
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,paddy,11606,0.6550031040126418
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,other,5879,0.3317907331113494
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,sesame,172,0.009707094079801344
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,ground_nut,0,0
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,other,62,0.0034990687962074608
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,other,0,0
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,other,0,0
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,green_gram,0,0
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,pigeon_pea,0,0
Sagaing,MMR005,MMR005037,17719,17719,2615652.183963902,0.6550031040126418,urad_pea,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,paddy,17732,0.9900061414773045
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,other,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,sesame,179,0.00999385852269555
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,ground_nut,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,other,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,other,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,other,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,green_gram,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006001,17911,17911,1216053.3358887923,0.9900061414773045,urad_pea,0,0
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,paddy,41312,0.9960699216395419
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,other,0,0
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,sesame,18,4.3399638336347196e-4
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,ground_nut,13,3.134418324291742e-4
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,other,6,1.4466546112115733e-4
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,other,0,0
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,other,0,0
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,green_gram,0,0
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006002,41475,41475,2816774.835299974,0.9960699216395419,urad_pea,126,0.0030379746835443038
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,paddy,26908,0.9938686562753933
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,other,0,0
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,sesame,136,0.00502326955750905
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,ground_nut,0,0
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,other,30,0.0011080741670975844
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,other,0,0
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,other,0,0
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,green_gram,0,0
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006003,27074,27074,1838829.435791263,0.9938686562753933,urad_pea,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,paddy,27152,0.9934143128933118
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,other,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,sesame,180,0.006585687106688131
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,ground_nut,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,other,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,other,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,other,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,green_gram,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006004,27332,27332,1854381.35469861,0.9934143128933118,urad_pea,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,paddy,43641,1
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,other,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,sesame,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,ground_nut,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,other,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,other,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,other,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,green_gram,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006005,43641,43641,2956868.955878675,1,urad_pea,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,paddy,13291,0.9910521213928865
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,other,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,sesame,97,0.00723286854075013
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,ground_nut,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,other,8,5.965252404742375e-4
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,other,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,other,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,green_gram,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006006,13411,13411,911294.2073304872,0.9910521213928865,urad_pea,15,0.0011184848258891955
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,paddy,42005,0.9967017843583903
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,other,0,0
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,sesame,129,0.0030609339407744874
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,ground_nut,0,0
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,other,5,1.1864085041761579e-4
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,other,0,0
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,other,0,0
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,green_gram,0,0
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,pigeon_pea,5,1.1864085041761579e-4
Tanintharyi,MMR006,MMR006007,42144,42144,2858506.5499767307,0.9967017843583903,urad_pea,0,0
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,paddy,33840,0.9870205629283944
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,other,220,0.006416800350007292
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,sesame,178,0.005191774828642263
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,ground_nut,0,0
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,other,0,0
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,other,0,0
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,other,0,0
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,green_gram,0,0
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,pigeon_pea,47,0.0013708618929561033
Tanintharyi,MMR006,MMR006008,34285,34285,2385984.4445721456,0.9870205629283944,urad_pea,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,paddy,5341,0.9990647212869435
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,other,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,sesame,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,ground_nut,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,other,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,other,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,other,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,green_gram,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006009,5346,5346,362416.4068812853,0.9990647212869435,urad_pea,5,9.352787130564908e-4
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,paddy,11355,0.9971022128556375
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,other,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,sesame,33,0.002897787144362487
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,ground_nut,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,other,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,other,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,other,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,green_gram,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,pigeon_pea,0,0
Tanintharyi,MMR006,MMR006010,11388,11388,772048.638724429,0.9971022128556375,urad_pea,0,0
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,paddy,5991,0.016176589712434183
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,other,0,0
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,sesame,184440,0.49801539084649654
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,ground_nut,54213,0.14638315107330904
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,other,7395,0.019967598217901984
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,other,23215,0.06268394761711894
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,other,0,0
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,green_gram,63915,0.17257999189955447
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,pigeon_pea,31081,0.08392331578236803
Magway,MMR009,MMR009001,370350,368735,45932736.67624046,0.016176589712434183,urad_pea,100,2.700148508167949e-4
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,paddy,1454,0.009585212140389737
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,other,0,0
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,sesame,62979,0.4151768056324658
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,ground_nut,22770,0.15010679534846927
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,other,14143,0.09323497613585423
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,other,3115,0.020535031511220103
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,other,0,0
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,green_gram,22931,0.15116815652770088
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,pigeon_pea,24300,0.1601930227039
Magway,MMR009,MMR009002,151692,151692,21495232.864837214,0.009585212140389737,urad_pea,0,0
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,paddy,3872,0.016462935011373542
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,other,338,0.0014371053806415952
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,sesame,86779,0.36896617700206213
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,ground_nut,43142,0.18343077021195178
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,other,996,0.00423478390271902
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,other,5806,0.02468589893492634
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,other,0,0
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,green_gram,44173,0.18781436680201535
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,pigeon_pea,50089,0.21296796275431026
Magway,MMR009,MMR009003,235195,235195,35431856.71055139,0.016462935011373542,urad_pea,0,0
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,paddy,105563,0.3551308490131236
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,other,18484,0.062183138155969195
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,sesame,64783,0.21794039380859948
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,ground_nut,19799,0.06660700889147556
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,other,2469,0.00830611166993551
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,other,9761,0.032837568250401176
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,other,11304,0.03802846752407898
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,green_gram,35723,0.1201778967942917
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,pigeon_pea,9937,0.033429660455305446
Magway,MMR009,MMR009004,297251,297251,33933316.977398135,0.3551308490131236,urad_pea,19428,0.0653589054368194
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,paddy,75218,0.2657250756887945
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,other,12022,0.04247051051517838
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,sesame,90155,0.31849350153850503
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,ground_nut,12153,0.04293329847703901
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,other,16680,0.058925978655230034
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,other,23471,0.08291676528878322
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,other,0,0
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,green_gram,36410,0.12862679153698595
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,pigeon_pea,16286,0.05753408203711489
Magway,MMR009,MMR009005,283067,283067,32759787.67453188,0.2657250756887945,urad_pea,672,0.0023739962623689796
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,paddy,33112,0.07281939856701135
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,other,807,0.0017747419256939527
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,sesame,201655,0.44347655889196286
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,ground_nut,28713,0.0631451857651183
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,other,40233,0.08847979169324015
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,other,20157,0.044328962820586126
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,other,0,0
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,green_gram,70055,0.15406387311584865
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,pigeon_pea,59982,0.13191148722053864
Magway,MMR009,MMR009006,454714,454714,59453645.96101577,0.07281939856701135,urad_pea,0,0
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,paddy,47372,0.158792197823194
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,other,6433,0.021563586266077156
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,sesame,94119,0.3154893791041374
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,ground_nut,15184,0.050897169884053406
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,other,38649,0.1295524709463106
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,other,32255,0.10811961371246988
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,other,0,0
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,green_gram,54599,0.18301729310454634
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,pigeon_pea,9166,0.03072467460203066
Magway,MMR009,MMR009007,298327,290320,35161632.79116489,0.158792197823194,urad_pea,550,0.0018436145571805436
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,paddy,110301,0.5035678577787517
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,other,798,0.0036431868297426484
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,sesame,59988,0.2738690370208045
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,ground_nut,2987,0.013636840927871293
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,other,30655,0.1399522459470688
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,other,7330,0.033464360228087235
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,other,0,0
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,green_gram,3619,0.016522171850674994
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,pigeon_pea,3096,0.014134469204114335
Magway,MMR009,MMR009008,219039,204902,18316927.055669453,0.5035678577787517,urad_pea,265,0.0012098302128844636
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,paddy,13239,0.2826852860162706
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,other,1412,0.030149680780646126
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,sesame,10555,0.22537526957487242
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,ground_nut,2760,0.058932803792197806
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,other,6365,0.13590844062947066
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,other,3555,0.07590801358016783
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,other,0,0
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,green_gram,4672,0.09975871714389427
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,pigeon_pea,3865,0.08252727777421903
Magway,MMR009,MMR009009,46833,46823,5577241.447520689,0.2826852860162706,urad_pea,410,0.00875451070826127
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,paddy,62683,0.21028777316308936
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,other,11875,0.0398380311457921
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,sesame,52905,0.17748471896994786
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,ground_nut,29157,0.09781536624150401
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,other,50137,0.16819868358371187
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,other,31644,0.10615870800652169
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,other,0,0
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,green_gram,49210,0.16508880106816246
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,pigeon_pea,9789,0.03283995679041338
Magway,MMR009,MMR009010,298082,298082,37637292.92281096,0.21028777316308936,urad_pea,682,0.002287961030857281
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,paddy,8645,0.21865594253484077
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,other,505,0.01277284568884842
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,sesame,15273,0.38629638060550875
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,ground_nut,699,0.01767964185446544
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,other,6705,0.1695879808786706
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,other,0,0
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,other,0,0
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,green_gram,333,0.008422490325517869
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,pigeon_pea,6719,0.16994207957103472
Magway,MMR009,MMR009011,39537,36504,4558061.722205541,0.21865594253484077,urad_pea,658,0.016642638541113388
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,paddy,26270,0.2963305546468737
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,other,259,0.002921568848631149
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,sesame,24790,0.27963587551183855
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,ground_nut,8248,0.09303899561200664
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,other,3803,0.04289855726387745
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,other,7985,0.09007230600895647
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,other,0,0
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,green_gram,10250,0.11562193319872308
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,pigeon_pea,7046,0.07948020890909296
Magway,MMR009,MMR009012,88651,87740,9539846.894753242,0.2963305546468737,urad_pea,0,0
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,paddy,14449,0.11625137781496649
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,other,559,0.004497509876016767
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,sesame,49183,0.3957084583759082
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,ground_nut,3390,0.02727470211037002
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,other,908,0.00730543643546194
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,other,22582,0.18168652597533208
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,other,0,0
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,green_gram,13163,0.10590469140967568
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,pigeon_pea,19949,0.1605023694394606
Magway,MMR009,MMR009013,124291,123493,13486069.112456648,0.11625137781496649,urad_pea,108,8.689285628082484e-4
Magway,MMR009,MMR009014,53015,53015,5212713.885177556,0.37229086107705367,paddy,19737,0.37229086107705367
Magway,MMR009,MMR009014,53015,53015,5212713.885177556,0.37229086107705367,other,95,0.0017919456757521455
Magway,MMR009,MMR009014,53015,53015,5212713.885177556,0.37229086107705367,sesame,11620,0.21918325002357822
Magway,MMR009,MMR009014,53015,53015,5212713.885177556,0.37229086107705367,ground_nut,6355,0.11987173441478827
Magway,MMR009,MMR009014,53015,53015,5212713.885177556,0.37229086107705367,other,4721,0.08905026879185136
