date,market,Eggs (local),Tomatoes (local),duplicate
2021-09-15,Municipal,2000,2000,TRUE
2021-09-15,Myoma,1800,1800,TRUE
2021-09-15,Mong Pawk,2400,2400,TRUE
2021-09-15,Lin Haw,2400,2400,TRUE
2021-09-15,Lower Ban Wai,2400,2400,TRUE
2021-09-15,Upper Ban Wai,2400,2400,TRUE
2021-09-15,Manton,1300,1300,TRUE
2021-09-15,Namtu,1300,1300,TRUE
2021-09-15,Galeng,2500,2500,TRUE
2021-09-15,Lashio Market,1400,1400,TRUE
2021-09-15,Laukkaing,2560,2560,TRUE
2021-09-15,Dein Aw,2400,2400,TRUE
2021-09-15,Nawng Hkit,2400,2400,TRUE
2021-09-15,Kutkai,2500,2500,TRUE
2021-09-15,Mong See,2500,2500,TRUE
2021-09-15,Nam Hpat Kar,2500,2500,TRUE
2021-09-15,Nam Kam,1450,1450,TRUE
2021-09-15,Kan Nar Market,1233.33,1233.33,TRUE
2021-09-15,Yebyu Market,1200,1200,TRUE
2021-09-15,Ngazalgwae,1250,1250,TRUE
2021-09-15,Zamyinzwel,1166.67,1166.67,TRUE
2021-09-15,Meegwet,1300,1300,TRUE
2021-09-15,YwarMa,1300,1300,TRUE
2021-10-15,Tedim Municipal Market,1603,1603,TRUE
2021-10-15,Tonzang,1660,1660,TRUE
2021-10-15,Hakha Myoma Market,1667,1667,TRUE
2021-10-15,Raldunn Market,1667,1667,TRUE
2021-10-15,Paletwa Myoma Market,1667,1667,TRUE
2021-10-15,Kanpetlet,1429,1429,TRUE
2021-10-15,Bhamo,1450,1450,TRUE
2021-10-15,Loijie,1600,1600,TRUE
2021-10-15,Man Wein Gyi,1383,1383,TRUE
2021-10-15,Momauk,1400,1400,TRUE
2021-10-15,Shwegu,1450,1450,TRUE
2021-10-15,Hpakant Market,1600,1600,TRUE
2021-10-15,Maw Wan Market,1600,1600,TRUE
2021-10-15,Monyin Market,1573,1573,TRUE
2021-10-15,Myitkyina Myoma Market,1800,1800,TRUE
2021-10-15,Sadung,1500,1500,TRUE
2021-10-15,Sanpya ward,1700,1700,TRUE
2021-10-15,Tanai Market,1507,1507,TRUE
2021-10-15,Waingmaw Myoma Market,1400,1400,TRUE
2021-10-15,Puta-O Myoma,1700,1700,TRUE
2021-10-15,Thiri Mingalar Market,1217,1217,TRUE
2021-10-15,Thiri Market,1400,1400,TRUE
2021-10-15,Kanthar,1300,1300,TRUE
2021-10-15,Natmauk Myoma Market,1267,1267,TRUE
2021-10-15,Minbu Myo Ma Market,1233,1233,TRUE
2021-10-15,Pakokku Myo Ma Market,1300,1300,TRUE
2021-10-15,Mingalar,1350,1350,TRUE
2021-10-15,MyoHaung,1200,1200,TRUE
2021-10-15,Nyaungpin,1300,1300,TRUE
2021-10-15,YaeNiMyaung,1200,1200,TRUE
2021-10-15,Meiktila,1200,1200,TRUE
2021-10-15,Yadanamenaung,1300,1300,TRUE
2021-10-15,ManiSithu,1300,1300,TRUE
2021-10-15,Mya Thida,1300,1300,TRUE
2021-10-15,Zay Cho,1200,1200,TRUE
2021-10-15,Bilin Myo Ma Market,1200,1200,TRUE
2021-10-15,Kyauk Ta Lone,1500,1500,TRUE
2021-10-15,Buthidaung,1450,1450,TRUE
2021-10-15,Ka Nyin Tan,1500,1500,TRUE
2021-10-15,Nyaung Chung,1670,1670,TRUE
2021-10-15,Ahpauk Wa,1250,1250,TRUE
2021-10-15,Kin Seik,1250,1250,TRUE
2021-10-15,Minbya Main,1250,1250,TRUE
2021-10-15,Mrauk-U Main,1500,1500,TRUE
2021-10-15,Myebon Main,1500,1500,TRUE
2021-10-15,Na Rat Sar,1500,1500,TRUE
2021-10-15,Paung Toke,1800,1800,TRUE
2021-10-15,TaungPaw,1800,1800,TRUE
2021-10-15,Ah Nauk Pyin,2000,2000,TRUE
2021-10-15,Ah Nauk Ywe,1700,1700,TRUE
2021-10-15,Kyaukpyu Main,1500,1500,TRUE
2021-10-15,Kyein Ni Pyin,1400,1400,TRUE
2021-10-15,Nget Chaung,1700,1700,TRUE
2021-10-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-10-15,Rathedaung,1500,1500,TRUE
2021-10-15,Say Tha Mar Gyi,1250,1250,TRUE
2021-10-15,Sin Tet Maw,2000,2000,TRUE
2021-10-15,Thae Chaung,1550,1550,TRUE
2021-10-15,Thet Kay Pyin,1400,1400,TRUE
2021-10-15,Gwa Myoma,1420,1420,TRUE
2021-10-15,Toungup Main,1350,1350,TRUE
2021-10-15,Home shop,2000,2000,TRUE
2021-10-15,Lahe,2000,2000,TRUE
2021-10-15,Municipal,2000,2000,TRUE
2021-10-15,Myoma,1950,1950,TRUE
2021-10-15,Mong Pawk,2356,2356,TRUE
2021-10-15,Lin Haw,2480,2480,TRUE
2021-10-15,Lower Ban Wai,2480,2480,TRUE
2021-10-15,Upper Ban Wai,2480,2480,TRUE
2021-10-15,Manton,1400,1400,TRUE
2021-10-15,Namtu,1300,1300,TRUE
2021-10-15,Galeng,2300,2300,TRUE
2021-10-15,Lashio Market,1400,1400,TRUE
2021-10-15,Laukkaing,1890,1890,TRUE
2021-10-15,Dein Aw,2356,2356,TRUE
2021-10-15,Nawng Hkit,2480,2480,TRUE
2021-10-15,Kutkai,2200,2200,TRUE
2021-10-15,Mong See,2300,2300,TRUE
2021-10-15,Nam Hpat Kar,2300,2300,TRUE
2021-10-15,Nam Kam,1500,1500,TRUE
2021-10-15,Kan Nar Market,1267,1267,TRUE
2021-10-15,Yebyu Market,1200,1200,TRUE
2021-10-15,Ngazalgwae,1300,1300,TRUE
2021-10-15,Zamyinzwel,1450,1450,TRUE
2021-10-15,Meegwet,1300,1300,TRUE
2021-10-15,YwarMa,1250,1250,TRUE
2021-10-15,Night Market,1350,1350,TRUE
2021-11-15,Tedim Municipal Market,1745,2333.33,FALSE
2021-11-15,Tonzang,1773.33,2166.67,FALSE
2021-11-15,Hakha Myoma Market,1666.67,2500,FALSE
2021-11-15,Raldunn Market,1666.67,2350,FALSE
2021-11-15,Paletwa Myoma Market,1666.67,2500,FALSE
2021-11-15,Sanbaung,2000,3000,FALSE
2021-11-15,Kanpetlet,1666.67,2500,FALSE
2021-11-15,Bhamo,1425,3000,FALSE
2021-11-15,Loijie,1800,2400,FALSE
2021-11-15,Man Wein Gyi,1500,3000,FALSE
2021-11-15,Momauk,1400,3000,FALSE
2021-11-15,Shwegu,1450,2200,FALSE
2021-11-15,Hpakant Market,1600,1500,FALSE
2021-11-15,Maw Wan Market,1600,1500,FALSE
2021-11-15,Monyin Market,1440,NA,NA
2021-11-15,Chipwi Market,1500,2000,FALSE
2021-11-15,Myitkyina Myoma Market,1800,NA,NA
2021-11-15,Sadung,1500,1500,TRUE
2021-11-15,Sanpya ward,1600,2400,FALSE
2021-11-15,Tanai Market,1423.33,2500,FALSE
2021-11-15,Waingmaw Myoma Market,1500,NA,NA
2021-11-15,Puta-O Myoma,1700,2500,FALSE
2021-11-15,Thiri Mingalar Market,1380,2000,FALSE
2021-11-15,Thiri Market,1450,2200,FALSE
2021-11-15,Kanthar,1460,2000,FALSE
2021-11-15,Minbu Myo Ma Market,1300,2133.33,FALSE
2021-11-15,Pakokku Myo Ma Market,1250,2366.67,FALSE
2021-11-15,Mingalar,1525,1812.5,FALSE
2021-11-15,MyoHaung,1250,NA,NA
2021-11-15,Nyaungpin,1250,NA,NA
2021-11-15,YaeNiMyaung,1216.67,NA,NA
2021-11-15,Meiktila,1300,2450,FALSE
2021-11-15,Yadanamenaung,1300,NA,NA
2021-11-15,ManiSithu,1300,2500,FALSE
2021-11-15,Mya Thida,1300,2000,FALSE
2021-11-15,Zay Cho,1200,1800,FALSE
2021-11-15,Bilin Myo Ma Market,1200,2000,FALSE
2021-11-15,Kyauk Ta Lone,1500,NA,NA
2021-11-15,Buthidaung,1700,3000,FALSE
2021-11-15,Ka Nyin Tan,1716.67,3400,FALSE
2021-11-15,Maungdaw Myoma Market,1700,3500,FALSE
2021-11-15,Nyaung Chung,1850,3666.67,FALSE
2021-11-15,Kin Seik,1250,3133.33,FALSE
2021-11-15,Minbya Main,1250,3000,FALSE
2021-11-15,Mrauk-U Main,1500,NA,NA
2021-11-15,Myebon Main,1700,3000,FALSE
2021-11-15,Na Rat Sar,1500,NA,NA
2021-11-15,Paung Toke,1500,NA,NA
2021-11-15,TaungPaw,1750,NA,NA
2021-11-15,Ah Nauk Pyin,2000,2500,FALSE
2021-11-15,Ah Nauk Ywe,1660,NA,NA
2021-11-15,Kyaukpyu Main,1250,NA,NA
2021-11-15,Kyein Ni Pyin,1660,NA,NA
2021-11-15,Nyaung Pin Gyi,2000,3000,FALSE
2021-11-15,Rathedaung,1500,2350,FALSE
2021-11-15,Sin Tet Maw,2080,NA,NA
2021-11-15,Thae Chaung,1660,4200,FALSE
2021-11-15,Toungup Main,1400,2800,FALSE
2021-11-15,Home shop,2000,2142,FALSE
2021-11-15,Lahe,2000,3000,FALSE
2021-11-15,Municipal,2000,2142,FALSE
2021-11-15,Myoma,2000,2775,FALSE
2021-11-15,Mong Pawk,2265,2980,FALSE
2021-11-15,Lin Haw,2384,2384,TRUE
2021-11-15,Lower Ban Wai,2384,1788,FALSE
2021-11-15,Upper Ban Wai,2384,1788,FALSE
2021-11-15,Manton,1400,1700,FALSE
2021-11-15,Namtu,1300,1600,FALSE
2021-11-15,Galeng,2000,2500,FALSE
2021-11-15,Lashio Market,1300,2500,FALSE
2021-11-15,Laukkaing,2000,2500,FALSE
2021-11-15,Dein Aw,2265,2980,FALSE
2021-11-15,Nawng Hkit,2384,2384,TRUE
2021-11-15,Kutkai,2000,2500,FALSE
2021-11-15,Mong See,2300,2300,TRUE
2021-11-15,Nam Hpat Kar,2000,2200,FALSE
2021-11-15,Nam Kam,1550,2666.67,FALSE
2021-11-15,Kan Nar Market,1266.67,1933.33,FALSE
2021-11-15,Yebyu Market,1300,2000,FALSE
2021-11-15,Ngazalgwae,1100,1800,FALSE
2021-11-15,Zamyinzwel,1200,2500,FALSE
2021-11-15,Meegwet,1500,2650,FALSE
2021-11-15,YwarMa,1500,2550,FALSE
2021-11-15,Night Market,1166.67,3000,FALSE
2021-12-15,Tedim Municipal Market,1660,2500,FALSE
2021-12-15,Tonzang,1660,3000,FALSE
2021-12-15,Hakha Myoma Market,1666.67,2000,FALSE
2021-12-15,Raldunn Market,1666.67,2000,FALSE
2021-12-15,Paletwa Myoma Market,1666.89,2000,FALSE
2021-12-15,Sanbaung,1667,4000,FALSE
2021-12-15,Kanpetlet,1666.67,3000,FALSE
2021-12-15,Bhamo,1375,2750,FALSE
2021-12-15,Loijie,1700,3400,FALSE
2021-12-15,Man Wein Gyi,1433.33,NA,NA
2021-12-15,Momauk,1450,2650,FALSE
2021-12-15,Shwegu,1450,2100,FALSE
2021-12-15,Hpakant Market,1600,1500,FALSE
2021-12-15,Maw Wan Market,1600,1500,FALSE
2021-12-15,Monyin Market,1500,NA,NA
2021-12-15,Chipwi Market,1500,NA,NA
2021-12-15,Myitkyina Myoma Market,1566.67,2800,FALSE
2021-12-15,Sadung,1500,1500,TRUE
2021-12-15,Sanpya ward,1500,3500,FALSE
2021-12-15,Tanai Market,1500,3200,FALSE
2021-12-15,Waingmaw Myoma Market,1500,1500,TRUE
2021-12-15,Puta-O Myoma,1700,2400,FALSE
2021-12-15,Thiri Mingalar Market,1300,2100,FALSE
2021-12-15,Thiri Market,1400,NA,NA
2021-12-15,Kanthar,1500,2500,FALSE
2021-12-15,Natmauk Myoma Market,1225,3000,FALSE
2021-12-15,Minbu Myo Ma Market,1366.67,2500,FALSE
2021-12-15,Pakokku Myo Ma Market,1375,2233.33,FALSE
2021-12-15,Mingalar,1500,2887.5,FALSE
2021-12-15,MyoHaung,1300,NA,NA
2021-12-15,Nyaungpin,1200,NA,NA
2021-12-15,YaeNiMyaung,1266.67,NA,NA
2021-12-15,Meiktila,1250,NA,NA
2021-12-15,Yadanamenaung,1300,NA,NA
2021-12-15,ManiSithu,1300,2800,FALSE
2021-12-15,Mya Thida,1300,2000,FALSE
2021-12-15,Zay Cho,1300,2000,FALSE
2021-12-15,Bilin Myo Ma Market,1300,2000,FALSE
2021-12-15,Kyauk Ta Lone,1500,3000,FALSE
2021-12-15,Buthidaung,1430,2500,FALSE
2021-12-15,Ka Nyin Tan,1596.67,3333.33,FALSE
2021-12-15,Nyaung Chung,1690,3833.33,FALSE
2021-12-15,Ahpauk Wa,1420,NA,NA
2021-12-15,Kin Seik,1250,4000,FALSE
2021-12-15,Minbya Main,1250,4000,FALSE
2021-12-15,Mrauk-U Main,1500,3000,FALSE
2021-12-15,Myebon Main,1600,4000,FALSE
2021-12-15,Na Rat Sar,1500,NA,NA
2021-12-15,Paung Toke,1500,NA,NA
2021-12-15,TaungPaw,1670,NA,NA
2021-12-15,Ah Nauk Pyin,2500,2000,FALSE
2021-12-15,Ah Nauk Ywe,1650,NA,NA
2021-12-15,Kyaukpyu Main,1500,3000,FALSE
2021-12-15,Kyein Ni Pyin,1650,NA,NA
2021-12-15,Nget Chaung,1650,NA,NA
2021-12-15,Nyaung Pin Gyi,2000,2000,TRUE
2021-12-15,Ohn Taw Gyi,1465,NA,NA
2021-12-15,Rathedaung,1550,2250,FALSE
2021-12-15,Say Tha Mar Gyi,2100,NA,NA
2021-12-15,Sin Tet Maw,2075,NA,NA
2021-12-15,Thet Kay Pyin,1500,NA,NA
2021-12-15,Gwa Myoma,1420,NA,NA
2021-12-15,Toungup Main,1400,2800,FALSE
2021-12-15,Home shop,2000,2755.5,FALSE
2021-12-15,Lahe,2500,4750,FALSE
2021-12-15,Municipal,2000,2755,FALSE
2021-12-15,Myoma,2000,4125,FALSE
2021-12-15,Mong Pawk,3030,3636,FALSE
2021-12-15,Lin Haw,2640,2640,TRUE
2021-12-15,Lower Ban Wai,2424,1818,FALSE
2021-12-15,Upper Ban Wai,2424,1818,FALSE
2021-12-15,Manton,1400,1850,FALSE
2021-12-15,Namtu,1300,1600,FALSE
2021-12-15,Galeng,2000,2500,FALSE
2021-12-15,Lashio Market,1400,3500,FALSE
2021-12-15,Laukkaing,2000,3000,FALSE
2021-12-15,Dein Aw,3030,3636,FALSE
2021-12-15,Nawng Hkit,2640,2640,TRUE
2021-12-15,Kutkai,2000,2200,FALSE
2021-12-15,Mong See,2300,2300,TRUE
2021-12-15,Nam Hpat Kar,2000,2200,FALSE
2021-12-15,Nam Kam,1466.67,3650,FALSE
2021-12-15,Kan Nar Market,1383.33,2266.67,FALSE
2021-12-15,Yebyu Market,1400,2233.33,FALSE
2021-12-15,Ngazalgwae,1200,4000,FALSE
2021-12-15,Zamyinzwel,1400,3000,FALSE
2021-12-15,Meegwet,1400,3650,FALSE
2021-12-15,YwarMa,1500,3900,FALSE
2021-12-15,Night Market,1166.67,3900,FALSE
2022-01-15,Tedim Municipal Market,1728,2667,FALSE
2022-01-15,Tonzang,1887,3000,FALSE
2022-01-15,Hakha Myoma Market,1667,2500,FALSE
2022-01-15,Raldunn Market,1667,2500,FALSE
2022-01-15,Paletwa Myoma Market,1667,2300,FALSE
2022-01-15,Sanbaung,NA,4000,NA
2022-01-15,Kanpetlet,1429,2000,FALSE
2022-01-15,Bhamo,1400,800,FALSE
2022-01-15,Loijie,1750,2450,FALSE
2022-01-15,Man Wein Gyi,1500,1500,TRUE
2022-01-15,Momauk,1500,NA,NA
2022-01-15,Shwegu,1300,800,FALSE
2022-01-15,Hpakant Market,1600,200,FALSE
2022-01-15,Maw Wan Market,1600,2000,FALSE
2022-01-15,Monyin Market,1433,NA,NA
2022-01-15,Myitkyina Myoma Market,1573,1000,FALSE
2022-01-15,Sadung,1500,1500,TRUE
2022-01-15,Sanpya ward,1670,1400,FALSE
2022-01-15,Tanai Market,1420,2000,FALSE
2022-01-15,Waingmaw Myoma Market,1300,1000,FALSE
2022-01-15,Puta-O Myoma,1700,3000,FALSE
2022-01-15,Thiri Market,1400,NA,NA
2022-01-15,Kanthar,1380,1000,FALSE
2022-01-15,Natmauk Myoma Market,1225,1500,FALSE
2022-01-15,Minbu Myo Ma Market,1200,1000,FALSE
2022-01-15,Pakokku Myo Ma Market,1175,1067,FALSE
2022-01-15,Mingalar,1550,1600,FALSE
2022-01-15,MyoHaung,1500,NA,NA
2022-01-15,Nyaungpin,1300,NA,NA
2022-01-15,YaeNiMyaung,1300,NA,NA
2022-01-15,Meiktila,1250,1500,FALSE
2022-01-15,Yadanamenaung,1300,NA,NA
2022-01-15,ManiSithu,1300,1000,FALSE
2022-01-15,Mya Thida,1200,1000,FALSE
2022-01-15,Zay Cho,1200,1000,FALSE
2022-01-15,Bilin Myo Ma Market,1200,1000,FALSE
2022-01-15,Kyauk Ta Lone,1500,4000,FALSE
2022-01-15,Buthidaung,1670,2000,FALSE
2022-01-15,Ka Nyin Tan,1700,2500,FALSE
2022-01-15,Nyaung Chung,1700,2833,FALSE
2022-01-15,Ahpauk Wa,1500,NA,NA
2022-01-15,Kin Seik,1250,2000,FALSE
2022-01-15,Laung Kyet,1600,3500,FALSE
2022-01-15,Mrauk-U Main,1500,NA,NA
2022-01-15,Myebon Main,1500,3000,FALSE
2022-01-15,Na Rat Sar,1500,NA,NA
2022-01-15,Paung Toke,1700,2500,FALSE
2022-01-15,TaungPaw,1700,NA,NA
2022-01-15,Ah Nauk Pyin,2500,3000,FALSE
2022-01-15,Ah Nauk Ywe,1150,NA,NA
2022-01-15,Kyaukpyu Main,1500,3800,FALSE
2022-01-15,Kyein Ni Pyin,1700,NA,NA
2022-01-15,Nget Chaung,2000,NA,NA
2022-01-15,Nyaung Pin Gyi,2000,3000,FALSE
2022-01-15,Ohn Taw Gyi,1700,NA,NA
2022-01-15,Rathedaung,1650,3000,FALSE
2022-01-15,Say Tha Mar Gyi,2000,NA,NA
2022-01-15,Sin Tet Maw,1700,3000,FALSE
2022-01-15,Thae Chaung,1700,2400,FALSE
2022-01-15,Thet Kay Pyin,1650,NA,NA
2022-01-15,Gwa Myoma,1400,NA,NA
2022-01-15,Toungup Main,1400,2000,FALSE
2022-01-15,Home shop,2000,2142,FALSE
2022-01-15,Lahe,2000,4000,FALSE
2022-01-15,Municipal,2000,2142,FALSE
2022-01-15,Myoma,2000,4500,FALSE
2022-01-15,Mong Pawk,2631,3804,FALSE
2022-01-15,Lin Haw,2536,2536,TRUE
2022-01-15,Lower Ban Wai,2536,1902,FALSE
2022-01-15,Upper Ban Wai,2536,1902,FALSE
2022-01-15,Manton,1500,1700,FALSE
2022-01-15,Namtu,1400,1600,FALSE
2022-01-15,Galeng,2000,2300,FALSE
2022-01-15,Lashio Market,1300,1400,FALSE
2022-01-15,Laukkaing,2500,3000,FALSE
2022-01-15,Dein Aw,2631,3804,FALSE
2022-01-15,Nawng Hkit,2536,2536,TRUE
2022-01-15,Kutkai,2000,2200,FALSE
2022-01-15,Mong See,2300,2300,TRUE
2022-01-15,Nam Hpat Kar,2000,2200,FALSE
2022-01-15,Nam Kam,1500,2167,FALSE
2022-01-15,Kan Nar Market,1300,1767,FALSE
2022-01-15,Yebyu Market,1300,1800,FALSE
2022-01-15,Ngazalgwae,1250,2000,FALSE
2022-01-15,Zamyinzwel,1200,1800,FALSE
2022-01-15,Meegwet,1350,1950,FALSE
2022-01-15,YwarMa,1450,1900,FALSE
2022-01-15,Night Market,1167,1833,FALSE
2022-02-15,Tedim Municipal Market,1728,1833,FALSE
2022-02-15,Tonzang,1887,2000,FALSE
2022-02-15,Hakha Myoma Market,1667,2500,FALSE
2022-02-15,Raldunn Market,1667,2250,FALSE
2022-02-15,Paletwa Myoma Market,1667,2500,FALSE
2022-02-15,Sanbaung,1667,3000,FALSE
2022-02-15,Kanpetlet,1667,1300,FALSE
2022-02-15,Bhamo,1500,1500,TRUE
2022-02-15,Man Wein Gyi,1500,2833,FALSE
2022-02-15,Momauk,1450,1500,FALSE
2022-02-15,Shwegu,1500,2000,FALSE
2022-02-15,Hpakant Market,1600,2000,FALSE
2022-02-15,Maw Wan Market,1700,2000,FALSE
2022-02-15,Monyin Market,1653,NA,NA
2022-02-15,Chipwi Market,1700,1500,FALSE
2022-02-15,Myitkyina Myoma Market,1567,1000,FALSE
2022-02-15,Sadung,1633,1667,FALSE
2022-02-15,Sanpya ward,1800,1200,FALSE
2022-02-15,Tanai Market,1673,1800,FALSE
2022-02-15,Waingmaw Myoma Market,1483,1300,FALSE
2022-02-15,Lay Yin Kwin,1800,2000,FALSE
2022-02-15,Puta-O Myoma,1700,2500,FALSE
2022-02-15,Thiri Mingalar Market,1450,1000,FALSE
2022-02-15,Thiri Market,1475,NA,NA
2022-02-15,Kanthar,1440,850,FALSE
2022-02-15,Natmauk Myoma Market,1300,1000,FALSE
2022-02-15,Minbu Myo Ma Market,1400,633,FALSE
2022-02-15,Pakokku Myo Ma Market,1425,433,FALSE
2022-02-15,Mingalar,1725,2667,FALSE
2022-02-15,MyoHaung,1500,NA,NA
2022-02-15,Nyaungpin,1500,NA,NA
2022-02-15,YaeNiMyaung,1367,NA,NA
2022-02-15,Meiktila,1350,600,FALSE
2022-02-15,Yadanamenaung,1300,NA,NA
2022-02-15,ManiSithu,1300,900,FALSE
2022-02-15,Mya Thida,1400,1000,FALSE
2022-02-15,Zay Cho,1400,1000,FALSE
2022-02-15,Bilin Myo Ma Market,1400,1000,FALSE
2022-02-15,Kyauk Ta Lone,1500,3500,FALSE
2022-02-15,Buthidaung,1670,1500,FALSE
2022-02-15,Ka Nyin Tan,1670,1933,FALSE
2022-02-15,Nyaung Chung,1697,1433,FALSE
2022-02-15,Ahpauk Wa,1700,NA,NA
2022-02-15,Kin Seik,1600,2000,FALSE
2022-02-15,Minbya Main,1600,2000,FALSE
2022-02-15,Mrauk-U Main,1650,2500,FALSE
2022-02-15,Myebon Main,1600,2500,FALSE
2022-02-15,Na Rat Sar,2000,2500,FALSE
2022-02-15,Paung Toke,1700,1800,FALSE
2022-02-15,TaungPaw,2000,2750,FALSE
2022-02-15,Ah Nauk Pyin,2000,1500,FALSE
2022-02-15,Kyaukpyu Main,1300,2500,FALSE
2022-02-15,Kyein Ni Pyin,2000,NA,NA
2022-02-15,Nget Chaung,2000,NA,NA
2022-02-15,Nyaung Pin Gyi,2000,1500,FALSE
2022-02-15,Ohn Taw Gyi,1700,NA,NA
2022-02-15,Rathedaung,1800,1200,FALSE
2022-02-15,Say Tha Mar Gyi,1200,NA,NA
2022-02-15,Sin Tet Maw,2000,3000,FALSE
2022-02-15,Thae Chaung,1700,1600,FALSE
2022-02-15,Thet Kay Pyin,1700,NA,NA
2022-02-15,Gwa Myoma,1400,NA,NA
2022-02-15,Toungup Main,1400,2000,FALSE
2022-02-15,Home shop,2000,2142,FALSE
2022-02-15,Lahe,2000,4000,FALSE
2022-02-15,Municipal,2000,2142,FALSE
2022-02-15,Myoma,2000,4250,FALSE
2022-02-15,Mong Pawk,2639,3816,FALSE
2022-02-15,Lin Haw,2385,2544,FALSE
2022-02-15,Lower Ban Wai,2544,1908,FALSE
2022-02-15,Upper Ban Wai,2544,1908,FALSE
2022-02-15,Manton,1500,1600,FALSE
2022-02-15,Namtu,1400,1700,FALSE
2022-02-15,Galeng,2000,2300,FALSE
2022-02-15,Lashio Market,1400,800,FALSE
2022-02-15,Laukkaing,1800,1500,FALSE
2022-02-15,Dein Aw,2650,3816,FALSE
2022-02-15,Nawng Hkit,2385,2544,FALSE
2022-02-15,Kutkai,2100,2200,FALSE
2022-02-15,Mong See,2300,2300,TRUE
2022-02-15,Nam Hpat Kar,2267,2200,FALSE
2022-02-15,Nam Kam,1500,3500,FALSE
2022-02-15,Kan Nar Market,1733,1000,FALSE
2022-02-15,Yebyu Market,1600,1200,FALSE
2022-02-15,Ngazalgwae,1500,1500,TRUE
2022-02-15,Zamyinzwel,1400,1200,FALSE
2022-02-15,Meegwet,1450,1600,FALSE
2022-02-15,YwarMa,1467,1800,FALSE
2022-02-15,Night Market,1400,767,FALSE
2022-03-15,Tedim Municipal Market,1796,1796,TRUE
2022-03-15,Tonzang,2000,2000,TRUE
2022-03-15,Hakha Myoma Market,2000,2000,TRUE
2022-03-15,Raldunn Market,2000,2000,TRUE
2022-03-15,Paletwa Myoma Market,2000,2000,TRUE
2022-03-15,Sanbaung,1660,1660,TRUE
2022-03-15,Kanpetlet,1660,1660,TRUE
2022-03-15,Bhamo,1550,1550,TRUE
2022-03-15,Loijie,2100,2100,TRUE
2022-03-15,Man Wein Gyi,1500,1500,TRUE
2022-03-15,Momauk,1550,1550,TRUE
2022-03-15,Hpakant Market,1700,1700,TRUE
2022-03-15,Maw Wan Market,1700,1700,TRUE
2022-03-15,Monyin Market,1700,1700,TRUE
2022-03-15,Myitkyina Myoma Market,1733,1733,TRUE
2022-03-15,Sadung,1700,1700,TRUE
2022-03-15,Sanpya ward,1800,1800,TRUE
2022-03-15,Tanai Market,1800,1800,TRUE
2022-03-15,Waingmaw Myoma Market,1650,1650,TRUE
2022-03-15,Lay Yin Kwin,2000,2000,TRUE
2022-03-15,Puta-O Myoma,2000,2000,TRUE
2022-03-15,Thiri Mingalar Market,1500,1500,TRUE
2022-03-15,Hlaing Bwe Myo Ma market,1400,1400,TRUE
2022-03-15,Thiri Market,1600,1600,TRUE
2022-03-15,KawKareik Myo Ma Market,1400,1400,TRUE
2022-03-15,Kanthar,1500,1500,TRUE
2022-03-15,Minbu Myo Ma Market,1500,1500,TRUE
2022-03-15,Pakokku Myo Ma Market,1425,1425,TRUE
2022-03-15,Mingalar,2100,2100,TRUE
2022-03-15,MyoHaung,1500,1500,TRUE
2022-03-15,Nyaungpin,2000,2000,TRUE
2022-03-15,YaeNiMyaung,1700,1700,TRUE
2022-03-15,Meiktila,1300,1300,TRUE
2022-03-15,Yadanamenaung,1300,1300,TRUE
2022-03-15,ManiSithu,1400,1400,TRUE
2022-03-15,Zay Cho,1600,1600,TRUE
2022-03-15,Bilin Myo Ma Market,1800,1800,TRUE
2022-03-15,Kyauk Ta Lone,1700,1700,TRUE
2022-03-15,Buthidaung,1670,1670,TRUE
2022-03-15,Ka Nyin Tan,1700,1700,TRUE
2022-03-15,Nyaung Chung,5033,5033,TRUE
2022-03-15,Ahpauk Wa,1700,1700,TRUE
2022-03-15,Kin Seik,1250,1250,TRUE
2022-03-15,Laung Kyet,1600,1600,TRUE
2022-03-15,Minbya Main,1250,1250,TRUE
2022-03-15,Mrauk-U Main,1600,1600,TRUE
2022-03-15,Myebon Main,1800,1800,TRUE
2022-03-15,Na Rat Sar,1600,1600,TRUE
2022-03-15,Paung Toke,1500,1500,TRUE
2022-03-15,TaungPaw,2000,2000,TRUE
2022-03-15,Ah Nauk Pyin,2500,2500,TRUE
2022-03-15,Ah Nauk Ywe,1700,1700,TRUE
2022-03-15,Kyaukpyu Main,1500,1500,TRUE
2022-03-15,Kyein Ni Pyin,1700,1700,TRUE
2022-03-15,Nget Chaung,2000,2000,TRUE
2022-03-15,Nyaung Pin Gyi,2000,2000,TRUE
2022-03-15,Rathedaung,1800,1800,TRUE
2022-03-15,Say Tha Mar Gyi,1700,1700,TRUE
2022-03-15,Sin Tet Maw,2000,2000,TRUE
2022-03-15,Thae Chaung,1700,1700,TRUE
2022-03-15,Thet Kay Pyin,1700,1700,TRUE
2022-03-15,Gwa Myoma,1633,1633,TRUE
2022-03-15,Toungup Main,1450,1450,TRUE
2022-03-15,Home shop,2000,2000,TRUE
2022-03-15,Lahe,2000,2000,TRUE
2022-03-15,Municipal,2000,2000,TRUE
2022-03-15,Myoma,2000,2000,TRUE
2022-03-15,Mong Pawk,8,8,TRUE
2022-03-15,Lin Haw,8,8,TRUE
2022-03-15,Lower Ban Wai,8,8,TRUE
2022-03-15,Manton,1600,1600,TRUE
2022-03-15,Namtu,1500,1500,TRUE
